B1,text,1,477058.125753,6772532.742923,300.000000,B1,ORANGE
B2,text,1,476993.253040,6772529.806890,300.000000,B2,ORANGE
B3,text,1,476946.427931,6772511.422455,300.000000,B3,ORANGE
B4,text,1,476889.791254,6772489.380589,300.000000,B4,ORANGE
B5,text,1,477137.469305,6772548.409213,300.000000,B5,ORANGE
B6,text,1,477233.088141,6772576.799063,300.000000,B6,ORANGE
B7,text,1,477232.319652,6772537.630949,300.000000,B7,ORANGE
T1,text,1,477139.353370,6772600.660199,300.000000,T1,ORANGE
T2,text,1,477040.246066,6772578.229784,300.000000,T2,ORANGE
T3,text,1,476950.712275,6772595.919650,300.000000,T3,ORANGE
T4,text,1,477216.288926,6772609.233509,300.000000,T4,ORANGE
T5,text,1,477298.296286,6772575.598794,300.000000,T5,ORANGE
T6,text,1,477280.468925,6772501.048670,300.000000,T6,ORANGE
T7,text,1,477211.469513,6772508.530443,300.000000,T7,ORANGE
T8,text,1,476860.277425,6772526.725416,300.000000,T8,ORANGE
T9,text,1,476874.001436,6772434.292441,300.000000,T9,ORANGE
T10,text,1,476974.315641,6772450.857436,300.000000,T10,ORANGE
T11,text,1,477083.154712,6772491.052435,300.000000,T11,ORANGE
B5,poly,1,477183.139648,6772543.368164,300.000000,3,YELLOW
B5,poly,2,477161.210205,6772532.851013,300.000000,3,YELLOW
B5,poly,3,477158.573242,6772522.895996,300.000000,3,YELLOW
B5,poly,4,477139.039795,6772525.591492,300.000000,3,YELLOW
B5,poly,5,477122.729292,6772524.289363,300.000000,3,YELLOW
B5,poly,6,477118.465210,6772523.573853,300.000000,3,YELLOW
B5,poly,7,477105.319824,6772520.177612,300.000000,3,YELLOW
B5,poly,8,477100.715247,6772565.197804,300.000000,3,YELLOW
B5,poly,9,477114.378651,6772566.715598,300.000000,3,YELLOW
B5,poly,10,477129.030979,6772572.439715,300.000000,3,YELLOW
B5,poly,11,477140.104930,6772580.585884,300.000000,3,YELLOW
B5,poly,12,477155.255713,6772595.134636,300.000000,3,YELLOW
B5,poly,13,477158.901703,6772597.816683,300.000000,3,YELLOW
B5,poly,14,477161.270297,6772598.742005,300.000000,3,YELLOW
B5,poly,15,477165.768844,6772599.241724,300.000000,3,YELLOW
B5,poly,16,477177.449270,6772599.004960,300.000000,3,YELLOW
B5,poly,17,477180.294459,6772571.186562,300.000000,3,YELLOW
B2,poly,1,476967.436607,6772588.927576,300.000000,3,YELLOW
B2,poly,2,476989.104685,6772595.665514,300.000000,3,YELLOW
B2,poly,3,476995.364779,6772596.401041,300.000000,3,YELLOW
B2,poly,4,476998.734262,6772595.533160,300.000000,3,YELLOW
B2,poly,5,477003.860084,6772591.864948,300.000000,3,YELLOW
B2,poly,6,477012.201289,6772583.178581,300.000000,3,YELLOW
B2,poly,7,477019.745077,6772577.143227,300.000000,3,YELLOW
B2,poly,8,477029.305741,6772483.665735,300.000000,3,YELLOW
B2,poly,9,476979.777814,6772468.264457,300.000000,3,YELLOW
B1,poly,1,477019.745077,6772577.143227,300.000000,3,YELLOW
B1,poly,2,477022.936017,6772574.590338,300.000000,3,YELLOW
B1,poly,3,477037.344340,6772568.277139,300.000000,3,YELLOW
B1,poly,4,477050.935017,6772566.206884,300.000000,3,YELLOW
B1,poly,5,477100.715247,6772565.197804,300.000000,3,YELLOW
B1,poly,6,477105.319786,6772520.177628,300.000000,3,YELLOW
B1,poly,7,477027.624438,6772500.104419,300.000000,3,YELLOW
T8,poly,1,476830.276105,6772470.964327,300.000000,3,YELLOW
T8,poly,2,476860.461147,6772555.751496,300.000000,3,YELLOW
T8,poly,3,476862.975402,6772561.392347,300.000000,3,YELLOW
T8,poly,4,476866.328023,6772566.578930,300.000000,3,YELLOW
T8,poly,5,476870.439091,6772571.187604,300.000000,3,YELLOW
T8,poly,6,476892.881784,6772592.738516,300.000000,3,YELLOW
T8,poly,7,476897.653267,6772596.659438,300.000000,3,YELLOW
T8,poly,8,476902.971454,6772599.799121,300.000000,3,YELLOW
T8,poly,9,476908.709565,6772602.082719,300.000000,3,YELLOW
T8,poly,10,476918.725018,6772573.780148,300.000000,3,YELLOW
T8,poly,11,476916.222656,6772572.784302,300.000000,3,YELLOW
T8,poly,12,476914.905084,6772572.006433,300.000000,3,YELLOW
T8,poly,13,476912.824253,6772570.296530,300.000000,3,YELLOW
T8,poly,14,476892.054479,6772550.352062,300.000000,3,YELLOW
T8,poly,15,476890.261653,6772548.342231,300.000000,3,YELLOW
T8,poly,16,476889.431055,6772547.057277,300.000000,3,YELLOW
T8,poly,17,476888.334595,6772544.597317,300.000000,3,YELLOW
T8,poly,18,476860.611314,6772466.725021,300.000000,3,YELLOW
T8,poly,19,476830.666016,6772456.540436,300.000000,3,YELLOW
T8,poly,20,476829.125000,6772463.715984,300.000000,3,YELLOW
T7,poly,1,477242.090913,6772484.423241,300.000000,3,YELLOW
T7,poly,2,477228.081787,6772490.632751,300.000000,3,YELLOW
T7,poly,3,477177.514404,6772515.589417,300.000000,3,YELLOW
T7,poly,4,477158.573242,6772522.895996,300.000000,3,YELLOW
T7,poly,5,477161.210243,6772532.850993,300.000000,3,YELLOW
T7,poly,6,477183.139679,6772543.368171,300.000000,3,YELLOW
T7,poly,7,477213.920242,6772529.724780,300.000000,3,YELLOW
T7,poly,8,477265.471558,6772506.874817,300.000000,3,YELLOW
T9,poly,1,476934.009957,6772422.916261,300.000000,3,YELLOW
T9,poly,2,476928.702915,6772422.165095,300.000000,3,YELLOW
T9,poly,3,476923.345954,6772421.986356,300.000000,3,YELLOW
T9,poly,4,476869.044580,6772423.087083,300.000000,3,YELLOW
T9,poly,5,476863.883075,6772423.873330,300.000000,3,YELLOW
T9,poly,6,476859.100940,6772425.968685,300.000000,3,YELLOW
T9,poly,7,476855.024071,6772429.230355,300.000000,3,YELLOW
